id	name	pretty_name	so_terms	rna_type	description	seed_count	full_count	clan_id	length
RF02540	LSU_rRNA_archaea	Archaeal large subunit ribosomal RNA	SO:0001263	Gene; rRNA;	NULL	91	1002	CL00112	2990
RF02541	LSU_rRNA_bacteria	Bacterial large subunit ribosomal RNA	SO:0001263	Gene; rRNA;	NULL	102	18774	CL00112	2925
RF02542	SSU_rRNA_microsporidia	Microsporidia small subunit ribosomal RNA	SO:0001263	Gene; rRNA;	NULL	46	356	CL00111	1312
RF02543	LSU_rRNA_eukarya	Eukaryotic large subunit ribosomal RNA	SO:0001263	Gene; rRNA;	NULL	88	24310	CL00112	3401
RF02544	mt-tmRNA	Mitochondrion-encoded tmRNA	SO:0000584	Gene;	NULL	11	28	CL00001	77
RF02545	SSU_trypano_mito	Trypanosomatid mitochondrial small subunit ribosomal RNA	SO:0001263	Gene; rRNA;	NULL	4	11	CL00111	623
RF02546	LSU_trypano_mito	Trypanosomatid mitochondrial large subunit ribosomal RNA	SO:0001263	Gene; rRNA;	NULL	6	12	CL00112	561
RF02547	mtPerm-5S	Permuted mitochondrial genome encoded 5S rRNA	SO:0000652	Gene; rRNA;	NULL	6	1	CL00113	106
RF02548	Oskar_OES	Oocyte entry signal (OES) from oskar mRNA	SO:0005836	Cis-reg;	In Drosophila, oskar mRNA harbours a stem-loop structure in the 3â€™UTR, called the oocyte entry signal (OES), that promotes dynein-based mRNA accumulation in the oocyte [1]. 	14	11	NULL	67
RF02549	YFV_3UTR	Pseudoknot PSK3	SO:0005836,SO:0000205	Cis-reg;	Minimal yellow fever virus (YFV) 3â€™UTR region required for stalling of the host exonuclease XRN1. Its PKS3 pseudoknot structure serves as a molecular signal to stall the exonuclease and is the sole viral requirement for subgenomic flavivirus RNA (sfRNA) production. 	3	1	NULL	80
RF02550	RnaG	RnaG sRNA	SO:0000077,SO:0000370	Gene; sRNA;	Small regulatory RNA encoded by the virulence plasmid of S. flexneri, a Gram-negative pathogenic bacterium that causes human bacillary dysentery. It is 450 nt long and it contains a region with specific secondary structure that interacts with icsA mRNA and forms a transcription terminator. Acting as antisense, RnaG is transcribed from the complementary strand of its target, icsA mRNA [1]. 	4	1	NULL	120
RF02551	DapZ	ABC transporter regulator	SO:0000370,SO:0000205	Cis-reg;	DapZ sRNA, encoded in the 3â€²-UTR of the conserved dapB gene, as a translational repressor with a GcvB-like seed domain. This is the first example of a widely conserved bacterial gene whose 3â€²-UTR has dual function. [1]	6	54	NULL	78
RF02552	RcsR1	RcsR1 sRNA	SO:0000370	Gene; sRNA;	RcsR1 (rhizobial cold and salinity stress riboregulator 1) trans-acting sRNA, formerly known as SmelC587, is a stress-related riboregulator, conserved in Sinorhizobium, Rhizobium and Agrobacterium. It contains highly conserved stem-loops involved in the interaction with several target mRNAs (PhoR, MotE, anti-ÏƒE1, GntR, FgA, TrpC). In S. meliloti RcsR1 less conserved central region is responsible for the species-specific interaction with the 5â€™UTR of autoinducer synthase encoding mRNA sinI. The interaction negatively influences sinI translation. [1].	10	28	NULL	96
RF02553	YrlA	Y RNA-like	SO:0000405	Gene; sRNA;	In Deinococcus radiodurans Rsr is tethered via Y RNA to the exoribonuclease PNPase and channels single-stranded RNA into the PNPase cavity. Rsr and Y RNA enhance degradation of structured RNAs by PNPase. This role could be conserved, as Rsr and ncRNAs called YrlA and YrlB (Y RNA like) also associate with PNPase in an evolutionary distant bacterium Salmonella Typhimurium.[1]	5	128	NULL	114
RF02554	ppoRNA	mt-5S-like P. polycephalum	SO:0001032	Gene; rRNA;	mtDNA-encoded RNA with 5S rRNA-like structures that is associated with the mitoribosome.	2	0	NULL	98
RF02555	hveRNA	mt-5S-like H. vermiformis	SO:0001032	Gene; rRNA;	mtDNA-encoded RNA with 5S rRNA-like structures that is associated with the mitoribosome.	7	0	NULL	124
RF02556	snaR-A	snaR-A sRNA	SO:0000370	Gene; sRNA;	Small NF90/ILF3-associated RNAs (snaR) are ~120 nucleotides long and are known to interact with NF90 double-stranded RNA-binding motifs. snaR-A is abundant in human testis and has been shown to associate with ribosomes in HeLa cells. snaR-A is present in human and gorilla but not in chimpanzee. Other snaR RNAs are found in African Great Apes (including chimpanzee and bonobo). 	5	40	NULL	115
RF02557	CbSR1	Coxiella burnetii sRNA 1	SO:0000370	Gene; sRNA;	In bacteria small regulatory RNAs are activated during stress and virulence conditions. Coxiella burnetii small RNAs: CbSRs 1, 11, 12, and 14 encoded within intergenic region IGR, and CbSRs 2, 3, 4 and 9 located antisense to identified ORFs, are up-regulated during intracellular growth in host cells.	2	1	NULL	112
RF02558	CbSR2	Coxiella burnetii sRNA 2	SO:0000077,SO:0000370	Gene; antisense;	In bacteria small regulatory RNAs are activated during stress and virulence conditions. Coxiella burnetii small RNAs: CbSRs 1, 11, 12, and 14 encoded within intergenic region IGR, and CbSRs 2, 3, 4 and 9 located antisense to identified ORFs, are up-regulated during intracellular growth in host cells.	2	1	NULL	243
RF02559	CbSR4	Coxiella burnetii sRNA 4	SO:0000077,SO:0000370	Gene; antisense;	In bacteria small regulatory RNAs are activated during stress and virulence conditions. Coxiella burnetii small RNAs: CbSRs 1, 11, 12, and 14 encoded within intergenic region IGR, and CbSRs 2, 3, 4 and 9 located antisense to identified ORFs, are up-regulated during intracellular growth in host cells.	2	1	NULL	196
RF02560	CbSR9	Coxiella burnetii sRNA 9	SO:0000077,SO:0000370	Gene; antisense;	In bacteria small regulatory RNAs are activated during stress and virulence conditions. Coxiella burnetii small RNAs: CbSRs 1, 11, 12, and 14 encoded within intergenic region IGR, and CbSRs 2, 3, 4 and 9 located antisense to identified ORFs, are up-regulated during intracellular growth in host cells.	2	1	NULL	213
RF02561	CbSR12	Coxiella burnetii sRNA 12	SO:0000370	Gene; sRNA;	In bacteria small regulatory RNAs are activated during stress and virulence conditions. Coxiella burnetii small RNAs: CbSRs 1, 11, 12, and 14 encoded within intergenic region IGR, and CbSRs 2, 3, 4 and 9 located antisense to identified ORFs, are up-regulated during intracellular growth in host cells.	2	1	NULL	148
RF02562	CbSR14	Coxiella burnetii sRNA 14	SO:0000370	Gene; sRNA;	In bacteria small regulatory RNAs are activated during stress and virulence conditions. Coxiella burnetii small RNAs (CbSRs 1, 11, 12, and 14) are encoded within intergenic region IGR. CbSRs 2, 3, 4 and 9 are located antisense to identified ORFs and are up-regulated during intracellular growth in host cells.	2	1	NULL	189
RF02563	CbSR3	Coxiella burnetii sRNA 3	SO:0000077,SO:0000370	Gene; antisense;	In bacteria small regulatory RNAs are activated during stress and virulence conditions. Coxiella burnetii small RNAs (CbSRs 1, 11, 12, and 14) are encoded within intergenic region IGR. CbSRs 2, 3, 4 and 9 are located antisense to identified ORFs. CbSRs are up-regulated during intracellular growth in host cells.	2	19	NULL	198
RF02564	naRNA4	Nucleoid-associated noncoding RNA 4	SO:0000370	Gene; sRNA;	In E. coli small RNA transcribed from repeated extragenic palindromic element (REP325) called nucleoid-associated ncRNA 4 (nRNA4) collaborates HU protein in condensing the DNA. The secondary structure but not the sequence of the RNA is important in nucleoid condensation. 	3	1157	NULL	77
RF02565	YrlB	Y RNA-like	SO:0000405	Gene; sRNA;	In Deinococcus radiodurans Rsr is tethered via Y RNA to the exoribonuclease PNPase and channels single-stranded RNA into the PNPase cavity. Rsr and Y RNA enhance degradation of structured RNAs by PNPase. This role could be conserved, as Rsr and ncRNAs called YrlA and YrlB (Y RNA like) also associate with PNPase in an evolutionary distant bacterium Salmonella Typhimurium.[1]	2	1	NULL	78
RF02566	Ms1	Mycobacterium smegmatis small RNA 1	SO:0000370	Gene; sRNA;	Mycobacterium smegmatis small RNA 1 is highly expressed during stationary phase of growth. Ms1 RNA directly interacts with RNA polymerase (RNAP), but in a different way than 6S, which is present in other bacteria. Ms1 does not require the presence of the main sigma factor for RNAP interaction. There is evidence that Ms1 RNA may function similar to 6S RNA in M. smegmatis which does not have 6S RNA.	4	64	NULL	304
RF02567	Va-907	Vibrio alginolyticus sRNA 907	SO:0000370	Gene; sRNA;	Negative control of the adhesion process and negative control of key chemotaxis regulators translation. The number 907 comes from the Huang et al. name candidate 907. 	3	2	NULL	311
RF02568	UptR	Escherichia coli small RNA (uptR) gene	SO:0000370	Gene; sRNA;	UptR scRNA transcribed from the uptR gene is implicated in suppressing extracytoplasmic toxicity by reducing the amount of membrane-bound toxic hybrid protein.	3	6	NULL	92
RF02569	IhtA	IhtA sRNA	SO:0000370	Gene; sRNA;	A histone like protein HctA and HctB play role in controlling the differentiation between the two cell types. The expression of HctA is tightly regulated and repressed by small non-coding RNA, IhtA until the late RB to EB re-differentiation. The IhtA RNA is conserved across Chlamydia species.	5	4	NULL	107
RF02570	BM-sr0117	Brucella melitensis small RNA 0117	SO:0000370	Gene; sRNA;	NULL	3	1	NULL	83
RF02571	Mcr7	mcr7 sRNA	SO:0000370	Gene; sRNA;	Mcr7 sRNA encoded by the mcr7 gene modulates translation of the tatC mRNA and impacts the activity of the Twin Arginine Translocation (Tat) protein secretion apparatus.	2	1	NULL	351
RF02572	babR_5UTR	Brucella babR 5'UTR	SO:0005836,SO:0000204	Cis-reg;	Hfq protein regulates virB operon which is required for full virulence of the bacteria. It can bind to 5' untranslated region of virB transcriptional regulator BabR and mediate its effects on babR expression.	3	1	NULL	134
RF02573	LLnc147	Lactococcus lactis non-coding RNA 147	SO:0000370	Gene; sRNA;	Hundreds of novel RNAs were identified by Meulen et al. LLnc147 was shown to be involved in carbon uptake and metabolism. 	2	2	NULL	102
RF02574	Ricks_sRNA10	Rickettsia sRNA 10	SO:0000370	Gene; sRNA;	NULL	3	2	NULL	352
RF02575	DM_SisR1	Drosophila melanogaster stable intronic sequence RNA 1	SO:0000370	Gene;	NULL	3	3	NULL	389
RF02576	tsr1	tsr1 small RNA	SO:0000370	Gene; sRNA;	NULL	3	6	NULL	657
RF02577	tsr24	S. aureus tsr24 small RNA	SO:0000370	Gene; sRNA;	NULL	4	162	NULL	238
RF02578	tsr25	S. aureus tsr25 small RNA	SO:0000370	Gene; sRNA;	NULL	3	19	NULL	181
RF02579	tsr26	S. aureus tsr26 small RNA	SO:0000370	Gene; sRNA;	NULL	2	9	NULL	122
RF02580	tsr31	S. aureus tsr31 small RNA	SO:0000370	Gene; sRNA;	NULL	4	20	NULL	70
RF02581	tsr32	S. aureus tsr32 small RNA	SO:0000370	Gene; sRNA;	NULL	4	11	NULL	151
RF02582	tsr33	S. aureus tsr33 small RNA	SO:0000370	Gene; sRNA;	NULL	2	11	NULL	85
RF02583	Teg23	S. aureus Teg23 small RNA	SO:0000370	Gene; sRNA;	NULL	6	11	NULL	433
RF02584	KRAS_3UTR	KRAS 3' UTR cis-regulatory element	SO:0005836,SO:0000205	Cis-reg;	AU-rich 49 nt fragment in KRAS 3'UTR. Its sequence but not the secondary is necessary and sufficient for reporter repression in HeLa cells. 	2	32	NULL	49
RF02585	HCV_package	Hepatitis C virus RNA packaging signal	SO:0000233	Cis-reg;	NULL	3	9	NULL	29
RF02586	HCV_package-SL733	Hepatitis C virus RNA packaging signal 733	SO:0000233	Cis-reg;	NULL	4	10	NULL	26
RF02587	HCV_package-SL4629	Hepatitis C virus RNA packaging signal 4629	SO:0000233	Cis-reg;	NULL	2	14	NULL	23
RF02588	HCV_package-SL6067	Hepatitis C virus RNA packaging signal 6067	SO:0000233	Cis-reg;	NULL	3	6	NULL	30
RF02589	Spy779816	S. pyogenes small RNA 779816	SO:0000370	Gene; sRNA;	NULL	4	8	NULL	88
RF02590	Spy1186876	S. pyogenes small RNA 1186876	SO:0000370	Gene; sRNA;	NULL	3	1	NULL	243
RF02591	Spy1786666	S. pyogenes small RNA 1786666	SO:0000370	Gene; sRNA;	NULL	2	2	NULL	87
RF02592	Spy392987	S. pyogenes antisense RNA 392987	SO:0000077,SO:0000370	Gene; antisense;	NULL	3	63	NULL	63
RF02593	NsiR8	Nitrogen stress-induced RNA 8	SO:0000370	Gene; sRNA;	Transcribed in developing heterocysts. Transcription requires HetR suggestingthat it could be related to the differentiation of heterocysts. 	2	9	NULL	172
RF02594	NsiR9	Nitrogen stress-induced RNA 9	SO:0000370	Gene; sRNA;	NULL	3	11	NULL	123
RF02595	EBv-sisRNA-1	Epstein-Barr virus stable intronic sequence RNA 1	SO:0000370	Gene;	NULL	8	32	NULL	81
RF02596	cyano_het_sRNA	Cyanobacteria heterocyst sRNA	SO:0000370	Gene; sRNA;	NULL	5	24	NULL	56
RF02597	shuA_thermo	shuA/chuA 5' UTR thermoregulator	SO:0005836,SO:0000204	Cis-reg; thermoregulator;	Shingella ShuA the outer-membrane heme receptor and its E.coli orthologue ChuA expression are subject to temperature-dependent post-transcriptional regulation by 5' UTR regions containing FourURNA thermometer. 	5	9	NULL	32
RF02598	EBv-sisRNA-2	Epstein-Barr virus stable intronic sequence RNA 2	SO:0000370	Gene;	NULL	2	97	NULL	76
RF02599	BASRCI408	Brucella sRNA CI408	SO:0000370	Gene; sRNA;	Brucella abortus sRNA chromosome I, candidate 408	3	1	NULL	435
RF02600	BASRCI27	Brucella sRNA CI27	SO:0000370	Gene; sRNA;	Brucella abortus sRNA chromosome I, candidate 27	3	16	NULL	167
RF02601	BASRCI337	Brucella sRNA CI337	SO:0000370	Gene; sRNA;	Brucella abortus sRNA chromosome I, candidate 337	4	1	NULL	191
RF02602	BASRCI414	Brucella sRNA CI414	SO:0000370	Gene; sRNA;	Brucella abortus sRNA chromosome I, candidate 414	3	1	NULL	229
RF02603	BASRCII26	Brucella sRNA CII26	SO:0000370	Gene; sRNA;	Brucella abortus sRNA chromosome II, candidate 26	2	1	NULL	190
RF02604	BASRCI153	Brucella sRNA CI153	SO:0000370	Gene; sRNA;	Brucella abortus sRNA chromosome I, candidate 408	2	2	NULL	214
RF02605	scr5239	Streptomyces sRNA scr5239	SO:0000370	Gene; sRNA;	Based on Streptomyces coelicolor sRNA upstream of SCO5239. Binds its target, the mRNA of the cobalamin independent methionine synthase metE (SCO0985), at the 5â€™ end of its open reading frame thereby repressing translation. In contrast to its other target, the agarase dagA, this interaction seems to be conserved in a wide number of streptomycetes.	6	122	NULL	158
RF02606	AbsR28	Acinetobacter sRNA 28	SO:0000370	Gene; sRNA;	Three sRNAs: AbsR11, AbsR25 and AbsR28 have been experimentally validated in the MTCC 1425 (ATCC15308) strain, which is an MDR strain showing resistance to 12 antibiotics. AbsR25 sRNA could play role in the efflux pump regulation and drug resistance.	2	7	NULL	180
RF02607	AbsR25	Acinetobacter sRNA 25	SO:0000370	Gene; sRNA;	Three sRNAs: AbsR11, AbsR25 and AbsR28 have been experimentally validated in the MTCC 1425 (ATCC15308) strain, which is an MDR (multiple drug resistance) strain showing resistance to 12 antibiotics. AbsR25 sRNA could play a role in the efflux pump regulation and drug resistance.	2	1	NULL	164
RF02608	AbsR11	Acinetobacter sRNA 11	SO:0000370	Gene; sRNA;	Three sRNAs: AbsR11, AbsR25 and AbsR28 have been experimentally validated in the MTCC 1425 (ATCC15308) strain, which is an MDR (multiple drug resistance) strain showing resistance to 12 antibiotics. AbsR25 sRNA could play a role in the efflux pump regulation and drug resistance.	2	13	NULL	200
RF02609	BSR0602	Brucella sRNA 0602	SO:0000370	Gene; sRNA;	Highly induced in stationary phase and modulate the intracellular survival. 	2	1	NULL	169
RF02610	BSR0709	Brucella sRNA 0709	SO:0000370	Gene; sRNA;	NULL	4	1	NULL	318
RF02611	BSR0653	Brucella sRNA 0653	SO:0000370	Gene; sRNA;	NULL	4	1	NULL	642
RF02612	BSR1350	Brucella sRNA 1350	SO:0000370	Gene; sRNA;	NULL	3	1	NULL	176
RF02613	BSR0739	Brucella sRNA 0739	SO:0000370	Gene; sRNA;	NULL	4	1	NULL	160
RF02614	BSR1073	Brucella sRNA 1073	SO:0000370	Gene; sRNA;	NULL	2	1	NULL	196
RF02615	BSR0626	Brucella sRNA 0626	SO:0000370	Gene; sRNA;	NULL	2	1	NULL	128
RF02616	SSRC8_2	Streptococcus sRNA 8	SO:0000370	Gene; sRNA;	Sequence is experimentally verified.	2	5	NULL	281
RF02617	SSRC10	Streptococcus sRNA 10	SO:0000370	Gene; sRNA;	NULL	3	38	NULL	113
RF02618	SSRC34_2	Streptococcus sRNA 34	SO:0000370	Gene; sRNA;	Sequence is experimentally verified.	3	4	NULL	125
RF02619	BSnc115	Brucella sRNA 115	SO:0000370	Gene; sRNA;	NULL	3	1	NULL	91
RF02620	BSnc119	Brucella sRNA 119	SO:0000370	Gene; sRNA;	NULL	3	1	NULL	90
RF02621	BSnc120	Brucella sRNA 120	SO:0000370	Gene; sRNA;	NULL	3	1	NULL	88
RF02622	BSnc121	Brucella sRNA 121	SO:0000370	Gene; sRNA;	NULL	2	1	NULL	116
RF02623	BSnc140	Brucella sRNA 140	SO:0000370	Gene; sRNA;	NULL	2	1	NULL	94
RF02624	BSnc150	Brucella sRNA 150	SO:0000370	Gene; sRNA;	NULL	2	1	NULL	44
RF02625	WsnRNA46	Wolbachia sRNA 46	SO:0000370	Gene; sRNA;	NULL	3	91	NULL	151
RF02626	WsnRNA59	Wolbachia sRNA 59	SO:0000370	Gene; sRNA;	NULL	2	2	NULL	89
RF02627	Ssr1	Shigella small RNA 1	SO:0000370	Gene; sRNA;	Exists only in Shigella, may play role in resistance to acidic stress and regulation of virulence.	2	1	NULL	654
RF02628	Hrs1	Hfq-regulated sRNA 1	SO:0000370	Gene; sRNA;	NULL	2	22	NULL	74
RF02629	RmaA	Regulator of motility and amylovoran A	SO:0000370	Gene; sRNA;	NULL	2	1	NULL	113
RF02630	Hrs12	Hfq-regulated sRNA 12	SO:0000370	Gene; sRNA;	NULL	2	2	NULL	87
RF02631	Hrs13	Hfq-regulated sRNA 13	SO:0000370	Gene; sRNA;	NULL	2	5	NULL	82
RF02632	Hrs10	Hfq-regulated sRNA 10	SO:0000370	Gene; sRNA;	NULL	2	2	NULL	148
RF02633	Hrs21	Hfq-regulated sRNA 21	SO:0000370	Gene; sRNA;	Could play role in virulence regulation. 	2	2	NULL	135
RF02634	EF3314_EF3315	Enterococcus sRNA EF3314_EF3315	SO:0000370	Gene; sRNA;	It may be involved in the turnover of some abundant proteins. Involvement in stress response and virulence. 	2	2	NULL	141
RF02635	EF0820_EF0821	Enterococcus sRNA EF0820_EF0821	SO:0000370	Gene; sRNA;	Expressed during exponential phase. Seem not to be involved in virulence.	2	2	NULL	370
RF02636	EF1368_EF1369	Enterococcus sRNA EF1368_EF1369	SO:0000370	Gene; sRNA;	Expressed during exponential phase. Involvement in stress response and virulence.	4	2	NULL	626
RF02637	EF0408_EF0409	Enterococcus sRNA EF0408_EF0409	SO:0000370	Gene; sRNA;	Expressed during exponential phase. Involvement in stress response and virulence.	3	2	NULL	412
RF02638	EF0605_EF0606	Enterococcus sRNA EF0605_EF0606	SO:0000370	Gene; sRNA;	Expressed during exponential phase. Involvement in stress response and virulence. 	2	1	NULL	179
RF02639	EF0869_EF0870	Enterococcus sRNA EF0869_EF0870	SO:0000370	Gene; sRNA;	Expressed after 24 h of starvation.	4	2	NULL	474
RF02640	MOSES4	S. pyogenes small RNA MOSES4	SO:0000370	Gene; sRNA;	NULL	3	2	NULL	176
RF02641	Spy490483c	S. pyogenes small RNA Spy490483c	SO:0000370	Gene; sRNA;	NULL	3	3	NULL	98
RF02642	Spy491311c	S. pyogenes small RNA Spy491311c	SO:0000370	Gene; sRNA;	NULL	2	1	NULL	143
RF02643	Spy491738	S. pyogenes small RNA Spy491738	SO:0000370	Gene; sRNA;	NULL	4	4	NULL	85
RF02644	Spy490380c	S. pyogenes small RNA Spy490380c	SO:0000370	Gene; sRNA;	NULL	4	4	NULL	96
RF02645	Cis2_sRNA	Ruegeria cis2 sRNA	SO:0000370	Gene; sRNA;	Cis-encoded. Targets ABC transporter. Functions in transport. 	2	102	NULL	153
RF02646	Cis8_sRNA	Ruegeria cis8 sRNA	SO:0000370	Gene; sRNA;	Cis-encoded. Targets hypothetical protein. Higher sRNA expression during C-limited growth. 	2	66	NULL	128
RF02647	Cis52_sRNA	Ruegeria cis52 sRNA	SO:0000370	Gene; sRNA;	Cis-encoded. Targets oligo/dipeptide ABC transporter. Functions in transport. Higher sRNA expression during C-limited growth.	2	99	NULL	179
RF02648	Cis90_sRNA	Ruegeria cis90 sRNA	SO:0000370	Gene; sRNA;	Cis-encoded. Targets ABC transporter. Functions in transport. Higher sRNA expression during C-limited growth.	2	11	NULL	234
RF02649	Trans44_sRNA	Ruegeria trans44 sRNA	SO:0000370	Gene; sRNA;	Trans-encoded. Higher sRNA expression during C-limited growth.	2	12	NULL	267
RF02650	CncR1	Cag non-coding RNA1	SO:0000370	Gene; sRNA;	Encoded by the virulence-associated cag pathogenicity island (cag-PAI). It is an abundant and conserved sRNA which does not target cag-PAI genes, but down-regulates bacterial motility and have positive role on the adhesion to host cells.	3	1	NULL	213
RF02651	SorY	Singlet oxygen resistance RNA Y	SO:0000370	Gene; sRNA;	Singlet oxygen induced SorY is induced under several stress conditions and conferrs resistance against singlet oxygen by affecting a metabolite transporter.	2	1	NULL	83
RF02652	StyR-3	Salmonella enterica Typhi npcRNA 3	SO:0000370	Gene; sRNA;	Promoter associated sRNA gene that is co-transcribed with the ramA gene (mediates multidrug resistance) and overlaps with the DNA binding site of the RamR repressor.	5	9	NULL	144
RF02653	StyR-143	Salmonella enterica Typhi npcRNA 143	SO:0000370	Gene; sRNA;	Antisense to the 3'-end of ORF of the hypothetical protein-coding t4293 gene. 	2	6	NULL	144
RF02654	MicL	MicL sRNA	SO:0000370	Gene; sRNA;	mRNA-interfering complementary RNA regulator of Lpp. Transcription factor sigma E dependant sRNA. Together with MicA and RybB it allows sigma E to repress the synthesis of all abundant outer membrane proteins in response to stress. 	2	56	NULL	308
RF02655	BSR0441	Brucella BSR0441 sRNA	SO:0000370	Gene; sRNA;	Plays important role in Brucella's intracellular survival. 	5	1	NULL	240
RF02656	sot0042	Sense overlapping transcript RNA 0042 (sot)	SO:0000370	Gene; sRNA;	It is associated with IS1341-type transposase (tnpB) genes, at the 3'-end in H. salinarum NRC-1. The tetraloop structural motif may be functional.	2	72	NULL	174
RF02657	sot2652	Sense overlapping transcript RNA 2652 (sot)	SO:0000370	Gene; sRNA;	It is associated with IS1341-type transposase (tnpB) genes, at the 3'-end in H. salinarum NRC-1. The tetraloop structural motif may be functional.	2	13	NULL	187
RF02658	IRES_RhPV	Rhopalosiphum padi virus 5'UTR internal ribosome entry site	SO:0000243	Cis-reg; IRES;	This IRES element can function efficiently in mammalian, plant and insect translation systems.	2	1	NULL	579
RF02659	ncRv12659	ncRv12659 sRNA	SO:0000370	Gene; sRNA;	Original name MTS2048. It is induced during starvation and infection. 	2	1	NULL	174
RF02660	icaR_3p_UTR	icaR 3'UTR	SO:0005836,SO:0000205	Cis-reg;	The 3'UTR of icaR mRNA (repressor of the main expolysaccharidic compound of the bacteria biofilm matrix) binding to the 5' UTR can interfere with the translation initiation complex and generate a double stranded substrate for RNaseIII. Mozos at al. showed that the interaction was between UCCCCUG motif in the 3'UTR and the Shine-Dalagarno region at the 5'UTR. Deletion of the motif resulted in IcaR repressor accumulation and inhibition of biofilm development.	3	11	NULL	390
RF02661	icaR_5p_UTR	icaR 5' UTR	SO:0005836,SO:0000204	Cis-reg;	The 3'UTR of icaR mRNA (repressor of the main expolysaccharidic compound of the bacteria biofilm matrix) binding to the 5' UTR can interfere with the translation initiation complex and generate a double stranded substrate for RNaseIII. Mozos at al. showed that the interaction was between UCCCCUG motif in the 3'UTR and the Shine-Dalagarno region at the 5'UTR. Deletion of the motif resulted in IcaR repressor accumulation and inhibition of biofilm development.	2	11	NULL	75
RF02662	BLi_r0872	Bacillus asRNA 0872	SO:0000077,SO:0000370	Gene; antisense;	Antisense RNA against 3' end of Subtilisin Carlsberg encoding mRNA, discovered in an RNA-seq based study. It may have a putative impact on protease production and serve as a target for strain improvement.	2	1	NULL	144
RF02663	GmglnB1_5p_UTR	GmglnB1 5'UTR	SO:0005836,SO:0000204	Cis-reg;	The 5'UTR of the Soybean cytosolic glutamine synthetase gene (GmglnÎ²1) contains prokaryotic translation initiation signals and acts as a translational enhancer.	2	3	NULL	85
RF02664	IRES_cyp24a1	Cyp24a1 internal ribosome entry site (IRES)	SO:0000243	Cis-reg; IRES;	Cyp24a1 (1,25-dihydroxyvitamin D3 24-hydroxylase) expression is translationally regulated via IRES within the 5'UTR, which is responsive to an inflammatory environment.	2	10	NULL	404
RF02665	PsiU1-6	Drosophila small cajal body-specific RNA PsiU1-6	SO:0000275	Gene; snRNA; snoRNA; scaRNA;	Pseudouridylation guide activity for U1 snRNA and 28s rRNA	3	11	NULL	159
RF02666	PsiU2-35.45	Drosophila small cajal body-specific RNA PsiU2-35.45	SO:0000275	Gene; snRNA; snoRNA; scaRNA;	Pseudouridylation guide activity for U2 snRNA	3	4	NULL	140
RF02667	PsiU2-38.40.42	Drosophila small cajal body-specific RNA PsiU2-38.40.4	SO:0000275	Gene; snRNA; snoRNA; scaRNA;	Pseudouridylation guide activity for U2 snRNA 	3	11	NULL	136
RF02668	PsiU2-55	Drosophila small cajal body-specific RNA PsiU2-55	SO:0000275	Gene; snRNA; snoRNA; scaRNA;	Pseudouridylation guide activity for U2 snRNA and 28s rRNA	3	10	NULL	178
RF02669	PsiU6-40	Drosophila small cajal body-specific RNA PsiU6-40	SO:0000275	Gene; snRNA; snoRNA; scaRNA;	Pseudouridylation guide activity for U6 snRNA	3	10	NULL	142
RF02670	scaDm46E3	small Cajal body-specific RNA Dm46E3	SO:0000275	Gene; snRNA; snoRNA; scaRNA;	Targets U1b snRNA, a developmentally regulated isoform of the spliceosomal U1 snRNA	2	3	NULL	137
RF02671	Ysr35	Yersinia sRNA 35	SO:0000370	Gene; sRNA;	NULL	3	1	NULL	339
RF02672	SprX	Small pathogenicity island RNA X	SO:0000370	Gene; sRNA;	prX was shown to influence antibiotic resistance of the bacteria to Vancomycin and Teicoplanin glycopeptides, which are used to treat MRSA infections. In this study the authors identified a SprX target, stage V sporulation protein G (Spo VG). By reducing Spo VG expression levels, SprX affects S. aureus resistance to the glycopeptide antibiotics.	3	29	NULL	151
RF02673	scr4677	Streptomyces sRNA 4677	SO:0000370	Gene; sRNA;	Located in the intergenic region between anti-sigma factor SCO4677 gene and a putative regulatory protein gene SCO4676. scr4677 expression requires the SCO4677 activity and scr4677 sRNA itself seem to affect the levels of the SCO4676-associated transcripts.	12	177	NULL	247
RF02674	AsdA	antisense RNA of dnaA mRNA	SO:0000077,SO:0000370	Gene; antisense;	NULL	4	196	NULL	81
RF02675	Ysr141	Yersinia sRNA 141	SO:0000370	Gene; sRNA;	Shown to regulate the synthesis of the type III secretion system (T3SS) effector protein YopJ.The Yop-Ysc T3SS is a critical component of virulence for Yersinia species.	4	6	NULL	255
RF02676	Esr41	Enterohemorrhagic E. coli sRNA 41	SO:0000370	Gene; sRNA;	Enhances cell motility in both enterohemorrhagic E.coli O157:H7 and nonpathogenic E. coli K12. However, the sequence is specific to O157:H7 and not present in K12.	3	7	NULL	74
RF02677	NsiR4	Nitrogen stress-induced RNA 4	SO:0000370	Gene; sRNA;	Former name SyR12, is a cyanobacterial non-coding RNA which plays role in the regulation of Glutamine synthetase (GS), a key enzyme in biological nitrogen assimilation. NsiR4 interacts with the 5'UTR of the mRNA of the GS inactivating factor IF7 (gifA mRNA) and reduces its expression. NsiR4 expression is under positive control of the nitrogen control transcription factor (NtcA). NsR4 is a first example of an sRNA controlling the assimilation of a micronutrient.	4	24	NULL	65
RF02678	Hatchet	Hatchet ribozyme	SO:0000374	Gene; ribozyme;	NULL	8	1	NULL	162
RF02679	Pistol	Pistol ribozyme	SO:0000374	Gene; ribozyme;	NULL	45	19	NULL	70
